50,174
50,199
53,223
59,249
76,275
100,295
121,299
142,296
165,278
182,255
190,230
194,205
195,178
155,113
124,105
92,111
96,155
79,154
64,165
79,163
94,164
110,165
136,166
152,157
169,157
182,170
168,166
152,166
153,167
90,165
103,177
96,172
90,169
84,171
77,176
83,179
89,181
96,180
89,175
153,177
141,179
147,174
154,171
160,174
166,178
160,182
154,183
147,182
133,203
123,203
112,203
111,223
123,218
134,224
144,217
139,226
123,231
106,225
101,216
93,248
105,243
116,241
123,243
129,242
140,244
151,250
136,248
122,249
109,248
109,256
122,258
136,256
145,261
135,267
122,269
110,267
99,260
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
0.821886,1.4013e-45
0.821875,1.4013e-45
0,0
0,0
7.85058e-39,0
7.85058e-39,0
0,0
0,0
7.85057e-39,0
7.85057e-39,0
0,0
7.85059e-39,0
7.85059e-39,0
7.88164e-39,0
0,0
-1.06956e+08,0
0,-1.07373e+08
7.85057e-39,0
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,0
0.821885,1.4013e-45
0,0
0,0
7.18866e-43,-1.07374e+08
8.40779e-45,0
0,0
0,0
0,0
7.88142e-39,0
4.12756e-39,0
0,0
-1.07373e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,1.65353e-43
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
-1.07374e+08,-1.07374e+08
